service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_duration_days,weekday_service_days,weekend_service_days,total_service_days_per_week,service_pattern
794,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
795,1,1,1,1,1,0,1,2026-04-30,2026-12-12,226,5,1,6,Full Week
796,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
797,1,0,0,0,0,0,0,2026-04-30,2026-12-12,226,1,0,1,Weekdays Only
798,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
799,1,1,1,1,0,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
800,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
801,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
802,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
803,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
804,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
805,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
806,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
807,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
808,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
809,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
810,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
811,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
812,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
813,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
814,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
815,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
816,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
817,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
818,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
819,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
820,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
821,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
822,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
823,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
824,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
825,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
826,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
827,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
828,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
829,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
830,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
831,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
832,0,0,0,0,1,1,1,2026-04-30,2026-12-12,226,1,2,3,Full Week
833,0,0,0,0,1,0,0,2026-04-30,2026-12-12,226,1,0,1,Weekdays Only
834,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
835,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
836,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
837,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
838,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
839,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
840,0,0,0,0,1,0,0,2026-04-30,2026-12-12,226,1,0,1,Weekdays Only
841,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
842,0,0,0,0,1,0,0,2026-04-30,2026-12-12,226,1,0,1,Weekdays Only
843,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
844,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
845,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
846,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
847,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
848,1,1,1,1,0,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
849,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
850,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
851,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
852,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
853,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
854,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
855,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
856,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
857,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
858,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
859,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
860,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
861,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
862,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
863,0,1,1,1,1,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
864,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
865,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
866,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
867,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
868,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
869,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
870,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
871,0,0,0,0,1,0,0,2026-04-30,2026-12-12,226,1,0,1,Weekdays Only
872,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
873,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
874,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
875,0,1,1,1,0,0,0,2026-04-30,2026-12-12,226,3,0,3,Weekdays Only
876,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
877,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
878,1,1,1,1,1,0,1,2026-04-30,2026-12-12,226,5,1,6,Full Week
879,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
880,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
881,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
882,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
883,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
884,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
885,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
886,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
887,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
888,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
889,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
890,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
891,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
892,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
893,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
894,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
895,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
896,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
897,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
898,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
899,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
900,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
901,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
902,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
903,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
904,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
905,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
906,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
907,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
908,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
909,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
910,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
911,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
912,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
913,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
914,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
915,1,1,1,1,1,0,1,2026-04-30,2026-12-12,226,5,1,6,Full Week
916,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
917,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
918,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
919,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
920,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
921,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
922,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
923,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
924,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
925,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
926,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
927,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
928,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
929,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
930,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
931,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
932,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
933,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
934,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
935,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
936,1,1,1,0,0,0,0,2026-04-30,2026-12-12,226,3,0,3,Weekdays Only
937,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
938,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
939,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
940,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
941,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
942,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
943,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
944,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
945,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
946,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
947,1,1,1,1,0,0,0,2026-04-30,2026-12-12,226,4,0,4,Weekdays Only
948,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
949,1,1,1,0,0,1,1,2026-04-30,2026-12-12,226,3,2,5,Full Week
950,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
951,1,1,1,0,0,1,0,2026-04-30,2026-12-12,226,3,1,4,Full Week
952,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
953,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
954,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
955,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
956,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
957,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
958,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
959,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
960,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
961,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
962,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
963,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
964,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
965,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
966,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
967,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
968,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
969,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
970,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
971,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
972,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
973,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
974,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
975,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
976,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
977,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
978,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
979,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
980,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
981,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
982,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
983,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
984,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
985,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
986,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
987,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
988,1,1,1,1,1,0,1,2026-04-30,2026-12-12,226,5,1,6,Full Week
989,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
990,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
991,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
992,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
993,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
994,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
995,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
996,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
997,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
998,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
999,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1000,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1001,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1002,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1003,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1004,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1005,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1006,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1007,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1008,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1009,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1010,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1011,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1012,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1013,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1014,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1015,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1016,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1017,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1018,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1019,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1020,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1021,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1022,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1023,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
1024,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1025,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1026,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1027,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1028,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
1029,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
1030,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1031,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
1032,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1033,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
1034,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1035,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1036,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1037,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1038,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1039,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1040,1,1,1,1,0,0,1,2026-04-30,2026-12-12,226,4,1,5,Full Week
1041,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
1042,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1043,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
1044,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1045,0,0,0,0,0,1,0,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
1046,0,0,0,0,0,0,1,2026-04-30,2026-12-12,226,0,1,1,Weekends Only
1047,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
1048,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1049,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1050,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
1051,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1052,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1053,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1054,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1055,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1056,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1057,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1058,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1059,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1060,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1061,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1062,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1063,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1064,1,1,1,1,1,1,0,2026-04-30,2026-12-12,226,5,1,6,Full Week
1065,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
1066,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1067,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1068,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1069,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1070,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1071,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1072,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1073,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1074,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1075,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1076,1,1,1,1,1,1,1,2026-04-30,2026-12-12,226,5,2,7,Full Week
1077,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
1078,0,0,0,0,1,1,0,2026-04-30,2026-12-12,226,1,1,2,Full Week
1079,1,1,1,1,1,0,0,2026-04-30,2026-12-12,226,5,0,5,Weekdays Only
1080,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1081,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1082,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1083,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1084,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1085,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1086,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1087,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1088,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1089,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1090,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1091,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1092,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1093,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1094,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1095,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1096,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1097,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1098,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1099,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1100,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1101,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1102,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1103,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1104,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1105,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1106,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1107,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1108,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1109,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1110,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1111,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1112,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1113,0,0,0,0,0,0,0,2026-04-30,2026-12-12,226,0,0,0,No Service
1114,0,0,0,0,0,1,1,2026-04-30,2026-12-12,226,0,2,2,Weekends Only
